Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,domestic %,foregin %
1733,Uncle Drew,46664414,42469946,4194468,2018.csv,2018,0.9101142039413588,0.08988579605864118
1734,Be with You,46616207,0,46616207,2004.csv,2004,0.0,1.0
1735,Three Seconds,46596415,0,46596415,2017.csv,2017,0.0,1.0
1736,Get Rich or Die Tryin',46563961,30985352,15578609,2005.csv,2005,0.6654363446443055,0.3345636553556945
1737,Torque,46546197,21215059,25331138,2003.csv,2003,0.45578501289804624,0.5442149871019538
1738,The Big Wedding,46522137,21819348,24702789,2013.csv,2013,0.4690100112984922,0.5309899887015078
1739,Badges of Fury,46495296,0,46495296,2013.csv,2013,0.0,1.0
1740,Risen,46432579,36880033,9552546,2016.csv,2016,0.7942706133122608,0.20572938668773924
1741,Acrimony,46403669,43549096,2854573,2018.csv,2018,0.9384838944523978,0.061516105547602284
1742,The French Dispatch,46333545,16124375,30209170,2021.csv,2021,0.348006503711296,0.651993496288704
1743,A Werewolf Boy,46282588,342922,45939666,2012.csv,2012,0.007409309090494248,0.9925906909095058
1744,The Thousand Faces of Dunjia,46263237,124187,46139050,2017.csv,2017,0.002684356047113608,0.9973156439528864
1745,The Fog,46201432,29550869,16650563,2005.csv,2005,0.6396093740124765,0.3603906259875235
1746,The Battleship Island,46183383,1104957,45078426,2017.csv,2017,0.023925423566307388,0.9760745764336927
1747,Doraemon: Nobita and the Island of Miracles ~Animal Adventure~,46180706,0,46180706,2012.csv,2012,0.0,1.0
1748,Hanson and the Beast,46154323,0,46154323,2017.csv,2017,0.0,1.0
1749,Eddie the Eagle,46152800,15789389,30363411,2016.csv,2016,0.342111182853478,0.657888817146522
1750,Napoleon Dynamite,46118097,44540956,1577141,2004.csv,2004,0.9658021231882139,0.03419787681178606
1751,Into the Blue,46117696,18801234,27316462,2005.csv,2005,0.4076793862382024,0.5923206137617977
1752,The World's End,46089287,26004851,20084436,2013.csv,2013,0.5642276696534707,0.43577233034652935
1753,The Hunted,46061847,34244097,11817750,2003.csv,2003,0.7434373398009854,0.2565626601990146
1754,Gekijouban Tenpesuto 3D 2012 Re-release,46008255,0,46008255,2012.csv,2012,0.0,1.0
1755,Let's Get Married,45972724,462918,45509806,2015.csv,2015,0.010069405502271303,0.9899305944977287
1756,Asterix: The Secret of the Magic Potion,45972321,1271953,44700368,2018.csv,2018,0.027667800370575157,0.9723321996294249
1757,Eight Legged Freaks,45867333,17322606,28544727,2002.csv,2002,0.37766760932012333,0.6223323906798767
1758,Gintama Live Action the Movie,45746967,0,45746967,2017.csv,2017,0.0,1.0
1759,Somewhere Only We Know,45737711,482341,45255370,2015.csv,2015,0.010545805407708313,0.9894541945922917
1760,Chasing the Dragon II: Wild Wild Bunch,45733356,196634,45536722,2019.csv,2019,0.004299575128490461,0.9957004248715096
1761,"McFarland, USA",45710059,44482410,1227649,2015.csv,2015,0.9731426949153577,0.026857305084642312
1762,Judy,45701880,24313888,21387992,2019.csv,2019,0.5320106743967644,0.4679893256032356
1763,Guilty of Mind,45698503,0,45698503,2017.csv,2017,0.0,1.0
1764,Earth to Echo,45681062,38934842,6746220,2014.csv,2014,0.8523191076424624,0.14768089235753756
1765,That Awkward Moment,45640143,26068955,19571188,2014.csv,2014,0.5711847791537376,0.42881522084626245
1766,Bajrangi Bhaijaan 2018 Re-release,45579004,0,45579004,2018.csv,2018,0.0,1.0
1767,Hero,45565534,88675,45476859,2015.csv,2015,0.0019460981188105905,0.9980539018811894
1768,Queen of the Damned,45479110,30336800,15142310,2002.csv,2002,0.6670491133181806,0.33295088668181944
1769,Love on the Cloud,45386560,271734,45114826,2014.csv,2014,0.005987102789900799,0.9940128972100992
1770,Good Boy,45312217,37667746,7644471,2003.csv,2003,0.8312933794433408,0.16870662055665914
1771,Barbarian,45293440,40842944,4450496,2022.csv,2022,0.9017408260445663,0.09825917395543372
1772,Tanhaji: The Unsung Warrior,45221814,0,45221814,2020.csv,2020,0.0,1.0
1773,Blair Witch,45173154,20777061,24396093,2016.csv,2016,0.4599426686035693,0.5400573313964308
1774,Flatliners,45158254,16883115,28275139,2017.csv,2017,0.3738655396198445,0.6261344603801555
1775,Boonie Bears: The Big Top Secret,45150390,0,45150390,2016.csv,2016,0.0,1.0
1776,In the Heights,45135827,29975167,15160660,2021.csv,2021,0.6641102864914827,0.3358897135085173
1777,Deuce Bigalow: European Gigolo,45109561,22400154,22709407,2005.csv,2005,0.49657220117925777,0.5034277988207423
1778,Love Will Tear Us Apart,45060290,0,45060290,2021.csv,2021,0.0,1.0
1779,Suzume no tojimari,45041427,0,45041427,2022.csv,2022,0.0,1.0
1780,Monster's Ball,44909486,31273922,13635564,2001.csv,2001,0.6963767521186949,0.30362324788130507
1781,Grudge Match,44907260,29807260,15100000,2013.csv,2013,0.6637514735924659,0.3362485264075341
1782,Child's Play,44907074,29208403,15698671,2019.csv,2019,0.6504187513976083,0.3495812486023917
1783,Still Alice,44779195,18754371,26024824,2015.csv,2015,0.41881885103115407,0.5811811489688459
1784,The White Storm,44670277,0,44670277,2013.csv,2013,0.0,1.0
1785,Richard Jewell,44655962,22345542,22310420,2019.csv,2019,0.5003932509616521,0.4996067490383479
1786,Uptown Girls,44617342,37182494,7434848,2003.csv,2003,0.8333641658886807,0.16663583411131933
1787,The Gift,44567606,12008642,32558964,2000.csv,2000,0.2694477688570483,0.7305522311429516
1788,Bad Genius,44560421,0,44560421,2017.csv,2017,0.0,1.0
1789,Mother!,44516999,17800004,26716995,2017.csv,2017,0.3998473482006278,0.6001526517993722
1790,Recess: School's Out,44460850,36706141,7754709,2001.csv,2001,0.8255834290167642,0.17441657098323582
1791,Oculus,44446287,27695246,16751041,2014.csv,2014,0.6231172021185931,0.37688279788140683
1792,Detective Conan: The Eleventh Striker,44369456,0,44369456,2012.csv,2012,0.0,1.0
1793,A Man Apart,44350926,26736098,17614828,2003.csv,2003,0.6028306601760693,0.3971693398239306
1794,Dark Water 2005 Re-release,44347079,25473352,18873727,2005.csv,2005,0.5744087902610227,0.4255912097389774
1795,Unhinged,44331465,20831465,23500000,2020.csv,2020,0.4699024722056896,0.5300975277943104
1796,House at the End of the Street,44287131,31611916,12675215,2012.csv,2012,0.7137946235442526,0.2862053764557474
1797,Hardball,44102389,40222729,3879660,2001.csv,2001,0.912030615847137,0.08796938415286301
1798,Tarzan,44095996,0,44095996,2013.csv,2013,0.0,1.0
1799,The Great Hypnotist,44077818,0,44077818,2014.csv,2014,0.0,1.0
1800,Winchester,44019588,25091816,18927772,2018.csv,2018,0.5700147852360635,0.4299852147639365
1801,Kick,43996483,2472695,41523788,2014.csv,2014,0.056202105972879696,0.9437978940271203
1802,Wind River,43980821,33800859,10179962,2017.csv,2017,0.7685363354176585,0.23146366458234147
1803,Max,43967255,42656255,1311000,2015.csv,2015,0.9701823550276223,0.029817644972377738
1804,The End of Endless Love,43950000,0,43950000,2020.csv,2020,0.0,1.0
1805,Timeline,43935763,19481943,24453820,2003.csv,2003,0.4434187930228957,0.5565812069771042
1806,The Transporter,43928932,25296447,18632485,2002.csv,2002,0.5758493514023969,0.42415064859760304
1807,Battle of Memories,43892362,594552,43297810,2017.csv,2017,0.01354568250393998,0.98645431749606
1808,Café Society,43763247,11103205,32660042,2016.csv,2016,0.25371072215002693,0.746289277849973
1809,The DUFF,43709744,34030343,9679401,2015.csv,2015,0.7785527867653491,0.22144721323465083
1810,The Sea Inside,43685449,2104923,41580526,2004.csv,2004,0.04818361830274424,0.9518163816972558
1811,League of Gods,43498766,181633,43317133,2016.csv,2016,0.004175589716728976,0.9958244102832711
1812,Secretly Greatly,43447199,0,43447199,2013.csv,2013,0.0,1.0
1813,The Master of Disguise,43411001,40388794,3022207,2002.csv,2002,0.9303815408449116,0.06961845915508837
1814,The War with Grandpa,43387445,21277892,22109553,2020.csv,2020,0.4904158795245952,0.5095841204754048
1815,In the Bedroom,43368779,35930604,7438175,2001.csv,2001,0.8284900988335411,0.17150990116645895
1816,Harriet,43347017,43082155,264862,2019.csv,2019,0.9938897294824232,0.006110270517576792
1817,Orange County,43325009,41076018,2248991,2002.csv,2002,0.94809023582661,0.051909764173390015
1818,The Snowman,43155261,6700035,36455226,2017.csv,2017,0.1552541878961177,0.8447458121038823
1819,A Shaun the Sheep Movie: Farmageddon,43100248,0,43100248,2019.csv,2019,0.0,1.0
1820,Annihilation,43070915,32732301,10338614,2018.csv,2018,0.7599629819798349,0.2400370180201651
1821,See Spot Run,43057552,33357476,9700076,2001.csv,2001,0.7747183583497733,0.22528164165022665
1822,Gifted,43046590,24801212,18245378,2017.csv,2017,0.5761481223019059,0.42385187769809407
1823,The Possession of Hannah Grace,43016528,14837422,28179106,2018.csv,2018,0.3449237465190124,0.6550762534809876
1824,Legend,42972994,1872994,41100000,2015.csv,2015,0.04358537364187378,0.9564146263581262
1825,"The Chef, The Actor, The Scoundrel",42970000,0,42970000,2013.csv,2013,0.0,1.0
1826,The Gallows,42964410,22764410,20200000,2015.csv,2015,0.5298434215668271,0.47015657843317293
1827,A Lot Like Love,42886719,21845719,21041000,2005.csv,2005,0.5093819137808141,0.49061808621918596
1828,Asterix and Obelix: Mansion of the Gods,42830578,0,42830578,2014.csv,2014,0.0,1.0
1829,Basic,42792561,26793311,15999250,2003.csv,2003,0.6261207643076094,0.37387923569239057
1830,Shaolin Soccer,42776760,489600,42287160,2001.csv,2001,0.01144546711812676,0.9885545328818732
1831,Doraemon: Nobita's Secret Gadget Museum,42770271,0,42770271,2013.csv,2013,0.0,1.0
1832,Spirit Untamed,42717215,17716215,25001000,2021.csv,2021,0.4147324445191476,0.5852675554808524
1833,Peninsula,42698327,1231407,41466920,2020.csv,2020,0.02883970137752704,0.971160298622473
1834,Almost Christmas,42580920,42158780,422140,2016.csv,2016,0.9900861700498721,0.009913829950127897
1835,Oliver Twist,42580321,2080321,40500000,2005.csv,2005,0.04885639542266485,0.9511436045773352
1836,Thermae Romae II,42473163,0,42473163,2014.csv,2014,0.0,1.0
1837,Love the Coopers,42426912,26302731,16124181,2015.csv,2015,0.6199539339558816,0.3800460660441184
1838,8 Women,42426583,3098776,39327807,2002.csv,2002,0.0730385475540182,0.9269614524459818
1839,Loving Vincent,42187665,6735118,35452547,2017.csv,2017,0.15964661708582353,0.8403533829141765
1840,The Throne,42165755,0,42165755,2015.csv,2015,0.0,1.0
1841,Monster Hunter,42145959,15162470,26983489,2020.csv,2020,0.3597609441037989,0.6402390558962011
1842,Long Day's Journey Into Night,42140994,521365,41619629,2018.csv,2018,0.01237191984602926,0.9876280801539707
1843,Jobs,42128352,16131410,25996942,2013.csv,2013,0.3829110144161348,0.6170889855838653
1844,Bang Bang,42045981,2546172,39499809,2014.csv,2014,0.060556846087144456,0.9394431539128556
1845,Detective Conan: The Sniper from Another Dimension,42028116,0,42028116,2014.csv,2014,0.0,1.0
1846,The Sisterhood of the Traveling Pants,42013878,39053061,2960817,2005.csv,2005,0.9295276432230322,0.07047235677696784
1847,Mary and the Witch's Flower,41978431,2418404,39560027,2017.csv,2017,0.05761063342267366,0.9423893665773263
1848,Resident Evil: Welcome to Raccoon City,41914915,17000612,24914303,2021.csv,2021,0.40559815044358316,0.5944018495564168
1849,Rurouni Kenshin: The Legend Ends,41900000,0,41900000,2014.csv,2014,0.0,1.0
1850,"As Above, So Below",41898409,21321100,20577309,2014.csv,2014,0.5088761246280259,0.49112387537197416
1851,Call Me by Your Name,41887595,18095701,23791894,2017.csv,2017,0.4320062061333433,0.5679937938666567
1852,The Guilt Trip,41863726,37134215,4729511,2012.csv,2012,0.8870260377683534,0.11297396223164656
1853,No Man's Land,41807712,0,41807712,2013.csv,2013,0.0,1.0
1854,Wimbledon,41682237,17001133,24681104,2004.csv,2004,0.4078747740914193,0.5921252259085806
1855,T2 Trainspotting,41681746,2402004,39279742,2017.csv,2017,0.05762724047116452,0.9423727595288355
1856,Overlord,41657844,21704844,19953000,2018.csv,2018,0.5210265802522089,0.47897341974779106
1857,Undercover Brother,41604473,39089928,2514545,2002.csv,2002,0.9395607054078056,0.06043929459219445
1858,Safe,41564670,17142080,24422590,2012.csv,2012,0.4124194899177595,0.5875805100822405
1859,The Great Battle,41509280,472166,41037114,2018.csv,2018,0.0113749503725432,0.9886250496274568
1860,Fighting with My Family,41503392,22958886,18544506,2019.csv,2019,0.55318095446271,0.44681904553729007
1861,Lupin III vs. Detective Conan: The Movie,41397727,0,41397727,2013.csv,2013,0.0,1.0
1862,The Lady in the Van,41387687,10021175,31366512,2015.csv,2015,0.24212938017048405,0.757870619829516
1863,Ricki and the Flash,41325328,26822144,14503184,2015.csv,2015,0.6490485447568619,0.35095145524313803
1864,Pinocchio,41314585,3675719,37638866,2002.csv,2002,0.08896904083630515,0.9110309591636948
1865,This Is Where I Leave You,41296320,34296320,7000000,2014.csv,2014,0.8304933708378858,0.1695066291621142
1866,The Darkest Minds,41142379,12695691,28446688,2018.csv,2018,0.30857940908084097,0.6914205909191591
1867,Paws of Fury: The Legend of Hank,41111047,17811382,23299665,2022.csv,2022,0.43325050806903553,0.5667494919309645
1868,Fist Fight,41087017,32187017,8900000,2017.csv,2017,0.7833865622320549,0.21661343776794503
1869,Whale Rider,41062976,20779666,20283310,2003.csv,2003,0.5060438386151067,0.4939561613848933
1870,"Lost, Found",41043552,0,41043552,2018.csv,2018,0.0,1.0
1871,Dredd,41037742,13414714,27623028,2012.csv,2012,0.32688723468264896,0.6731127653173511
1872,Twisted,40954603,25198598,15756005,2004.csv,2004,0.6152812175959806,0.3847187824040194
1873,La vérité si je mens! 3,40928635,0,40928635,2012.csv,2012,0.0,1.0
1874,Always: Sunset on Third Street '64,40923305,0,40923305,2012.csv,2012,0.0,1.0
1875,Underwater,40882928,17291078,23591850,2020.csv,2020,0.4229412824834855,0.5770587175165145
1876,Where the Heart Is,40863718,33772838,7090880,2000.csv,2000,0.8264749184105078,0.17352508158949217
1877,The Circle,40656399,20497844,20158555,2017.csv,2017,0.504172639588666,0.495827360411334
1878,Spiral,40618920,23216862,17402058,2021.csv,2021,0.571577530864927,0.42842246913507304
1879,Spanish Affair 2,40591862,0,40591862,2015.csv,2015,0.0,1.0
1880,Holmes & Watson,40466970,30573626,9893344,2018.csv,2018,0.7555205146320567,0.24447948536794328
1881,Serenity,40445129,25514517,14930612,2005.csv,2005,0.6308427647739732,0.36915723522602684
1882,Bless the Child,40443010,29381494,11061516,2000.csv,2000,0.7264912774790996,0.2735087225209004
1883,The Ringer,40442443,35428675,5013768,2005.csv,2005,0.8760270738342884,0.12397292616571161
1884,The Witch,40423945,25138705,15285240,2016.csv,2016,0.6218765882449128,0.37812341175508724
1885,The Art of War,40400425,30208599,10191826,2000.csv,2000,0.7477297330411747,0.2522702669588253
1886,Masquerade Hotel,40396244,0,40396244,2019.csv,2019,0.0,1.0
1887,Bad Education,40350837,5211842,35138995,2004.csv,2004,0.12916316952731366,0.8708368304726863
1888,Magnificent Desolation: Walking on the Moon,40339402,34137524,6201878,2005.csv,2005,0.8462575622712504,0.15374243772874968
1889,Carol,40272135,12711491,27560644,2015.csv,2015,0.3156398586764769,0.6843601413235231
1890,Yolki 3,40267368,0,40267368,2013.csv,2013,0.0,1.0
1891,Boonie Bears: To the Rescue,40163675,0,40163675,2014.csv,2014,0.0,1.0
1892,Crimson Rivers 2: Angels of the Apocalypse,40152148,152148,40000000,2004.csv,2004,0.0037892866902164237,0.9962107133097836
1893,Diary of a Wimpy Kid: The Long Haul,40140972,20738724,19402248,2017.csv,2017,0.5166472799911273,0.48335272000887275
1894,The Wild Life,40075446,8005586,32069860,2016.csv,2016,0.19976286726790266,0.8002371327320974
1895,Snake Eyes,40064325,28264325,11800000,2021.csv,2021,0.7054736352103773,0.2945263647896227
1896,Northern Limit Line,40034677,337907,39696770,2015.csv,2015,0.008440357842777151,0.9915596421572228
1897,Dancer in the Dark,40031879,4184036,35847843,2000.csv,2000,0.10451760208407904,0.895482397915921
1898,Black Knight,39976235,33426971,6549264,2001.csv,2001,0.8361710651340728,0.16382893486592723
1899,Love O2O,39969537,0,39969537,2016.csv,2016,0.0,1.0
1900,Brotherhood of Blades 2,39966092,14204,39951888,2017.csv,2017,0.0003554012736596813,0.9996445987263404
1901,Bloodshot,39861118,12561824,27299294,2020.csv,2020,0.315139781076888,0.684860218923112
1902,The Last Wish,39756292,0,39756292,2019.csv,2019,0.0,1.0
1903,Midnight Runners,39730433,0,39730433,2017.csv,2017,0.0,1.0
1904,Memento,39723096,25544867,14178229,2001.csv,2001,0.6430734150228371,0.3569265849771629
1905,Tokyo Revengers,39714073,0,39714073,2021.csv,2021,0.0,1.0
1906,The Forest,39712000,26594261,13117739,2016.csv,2016,0.6696782080983078,0.3303217919016922
1907,The November Man,39661919,25018119,14643800,2014.csv,2014,0.6307843803523475,0.3692156196476524
1908,Nightmare Alley,39629195,11338107,28291088,2021.csv,2021,0.2861049032159245,0.7138950967840755
1909,Intimate Strangers,39576060,0,39576060,2018.csv,2018,0.0,1.0
1910,Thugs of Hindostan,39570044,1449848,38120196,2018.csv,2018,0.0366400401273246,0.9633599598726754
1911,Recep Ivedik 4,39477906,0,39477906,2014.csv,2014,0.0,1.0
1912,Down with Love,39468111,20305251,19162860,2003.csv,2003,0.5144723293192319,0.4855276706807681
1913,The Legend of Bagger Vance,39459427,30919168,8540259,2000.csv,2000,0.7835686007300613,0.2164313992699387
1914,Nomadland,39458207,3700000,35758207,2021.csv,2021,0.09377009958916785,0.9062299004108322
1915,Don Jon,39439355,24477704,14961651,2013.csv,2013,0.6206415901071405,0.37935840989285957
1916,Crocodile Dundee in Los Angeles,39438674,25635682,13802992,2001.csv,2001,0.6500137910316153,0.34998620896838467
1917,Sin City: A Dame to Kill For,39407616,13757804,25649812,2014.csv,2014,0.3491153588179503,0.6508846411820497
1918,King Richard,39359895,15129285,24230610,2021.csv,2021,0.3843832662663353,0.6156167337336647
1919,Uri: The Surgical Strike,39346577,4186168,35160409,2019.csv,2019,0.10639217739322025,0.8936078226067797
1920,Otoko-tachi no Yamato,39287114,0,39287114,2005.csv,2005,0.0,1.0
1921,The Gambler,39280992,33680992,5600000,2014.csv,2014,0.8574374089126874,0.14256259108731267
1922,Dumb and Dumberer: When Harry Met Lloyd,39267515,26276465,12991050,2003.csv,2003,0.6691654666713694,0.33083453332863055
1923,Absolutely Fabulous: The Movie,39219109,4772155,34446954,2016.csv,2016,0.12167933238870877,0.8783206676112912
1924,My Mom Is a Character 2,39195565,0,39195565,2016.csv,2016,0.0,1.0
1925,Sink or Swim,39193850,0,39193850,2018.csv,2018,0.0,1.0
1926,Samba,39178695,151530,39027165,2014.csv,2014,0.0038676632797493638,0.9961323367202506
1927,Show Dogs,39156854,17857020,21299834,2018.csv,2018,0.4560381689499366,0.5439618310500635
1928,Women Who Flirt,39156132,375495,38780637,2014.csv,2014,0.009589685722787941,0.990410314277212
1929,Masterpiece Mystery: Sherlock: The Abominable Bride,39139204,0,39139204,2016.csv,2016,0.0,1.0
1930,Ex-Files 2: The Backup Strikes Back,39108291,0,39108291,2015.csv,2015,0.0,1.0
1931,Haunted Castle,39093166,13651656,25441510,2001.csv,2001,0.3492082478047442,0.6507917521952559
1932,Believer,39047153,365639,38681514,2018.csv,2018,0.009364037372968011,0.990635962627032
1933,The Life of David Gale,38955598,19955598,19000000,2003.csv,2003,0.512265220521066,0.48773477947893396
1934,Forbidden Empire 2014 Re-release,38885962,0,38885962,2014.csv,2014,0.0,1.0
1935,The Spy Gone North,38844509,500803,38343706,2018.csv,2018,0.012892504317663018,0.987107495682337
1936,Criminal,38803993,14708696,24095297,2015.csv,2015,0.3790510940459143,0.6209489059540857
1937,Clockstoppers,38793283,36989956,1803327,2002.csv,2002,0.9535144524891075,0.046485547510892546
1938,Dreamer,38741732,32751093,5990639,2005.csv,2005,0.8453698714347618,0.15463012856523814
1939,Antoine and Sebastian,38719881,0,38719881,2013.csv,2013,0.0,1.0
1940,Someone Like You,38689940,27343067,11346873,2001.csv,2001,0.7067229103999645,0.29327708960003557
1941,On the Basis of Sex,38673750,24622687,14051063,2018.csv,2018,0.6366769966708685,0.36332300332913153
1942,"Crouching Tiger, Hidden Dragon: Sword of Destiny",38659039,0,38659039,2016.csv,2016,0.0,1.0
1943,Head of State,38620484,38125247,495237,2003.csv,2003,0.987176830823767,0.012823169176233006
1944,The Best of Me,38609668,26766213,11843455,2014.csv,2014,0.6932515710831805,0.30674842891681947
1945,Taxi 5,38598227,0,38598227,2018.csv,2018,0.0,1.0
1946,Urban Legends: Final Cut,38574362,21468807,17105555,2000.csv,2000,0.5565563728571843,0.44344362714281577
1947,Always: Sunset on Third Street,38573583,0,38573583,2005.csv,2005,0.0,1.0
1948,Million Dollar Arm,38483455,36457627,2025828,2014.csv,2014,0.9473584687237672,0.05264153127623286
1949,What's the Worst That Could Happen?,38464131,32269834,6194297,2001.csv,2001,0.8389591331206728,0.16104086687932714
1950,Chernobyl Diaries,38390020,18119640,20270380,2012.csv,2012,0.4719882927906784,0.5280117072093216
1951,The Missing,38364277,27011180,11353097,2003.csv,2003,0.7040711336746943,0.2959288663253057
1952,Boruto: Naruto The Movie,38362448,919651,37442797,2015.csv,2015,0.023972688082887723,0.9760273119171122
1953,The Lazarus Effect,38356892,25801570,12555322,2015.csv,2015,0.6726710287162996,0.3273289712837005
1954,National Lampoon's Van Wilder,38275483,21305259,16970224,2002.csv,2002,0.5566293964206801,0.44337060357931996
1955,The Original Kings of Comedy,38182790,38182790,0,2000.csv,2000,1.0,0.0
1956,The Water Diviner,38176317,4196641,33979676,2014.csv,2014,0.10992786444014492,0.8900721355598551
1957,Prey for the Devil,38111256,19134696,18976560,2022.csv,2022,0.5020746626665886,0.49792533733341143
1958,The Producers,38075318,19398532,18676786,2005.csv,2005,0.5094778722530958,0.4905221277469042
1959,The Banger Sisters,38068353,30307416,7760937,2002.csv,2002,0.7961315268879638,0.20386847311203612
1960,Arashi Anniversary Tour 5 x 20 Film: Record of Memories,38052695,0,38052695,2021.csv,2021,0.0,1.0
1961,But Always,38039248,430760,37608488,2014.csv,2014,0.011324093473141214,0.9886759065268588
1962,Overcomer,38026103,34746945,3279158,2019.csv,2019,0.9137656046426845,0.08623439535731547
1963,Helios,37938005,0,37938005,2015.csv,2015,0.0,1.0
1964,Killing Them Softly,37930465,15026056,22904409,2012.csv,2012,0.39614742397700636,0.6038525760229937
1965,The King,37886707,0,37886707,2017.csv,2017,0.0,1.0
1966,Hell or High Water,37879877,27007844,10872033,2016.csv,2016,0.7129865812394269,0.28701341876057307
1967,Cold Eyes,37795598,0,37795598,2013.csv,2013,0.0,1.0
1968,Mission Milano,37749848,0,37749848,2016.csv,2016,0.0,1.0
1969,Bulletproof Monk,37713879,23358708,14355171,2003.csv,2003,0.6193663611213261,0.3806336388786738
1970,The Handmaiden,37692886,2006788,35686098,2016.csv,2016,0.05324049742436809,0.9467595025756319
1971,Casanova,37691644,11304403,26387241,2005.csv,2005,0.2999180136584119,0.700081986341588
1972,The Yinyang Master,37690000,0,37690000,2021.csv,2021,0.0,1.0
1973,The Prince and Me,37666766,28176497,9490269,2004.csv,2004,0.7480466201956387,0.2519533798043612
1974,Halloween: Resurrection,37664855,30354442,7310413,2002.csv,2002,0.8059089036716058,0.1940910963283942
1975,Rurouni Kenshin Part I: Origins,37654579,0,37654579,2012.csv,2012,0.0,1.0
1976,Pokémon the Movie: I Choose You!,37552144,2401722,35150422,2017.csv,2017,0.06395698738266449,0.9360430126173355
1977,Fat Buddies,37496410,0,37496410,2018.csv,2018,0.0,1.0
1978,A Walk in the Woods,37461274,29504281,7956993,2015.csv,2015,0.7875941699153104,0.21240583008468958
1979,T-34,37410850,0,37410850,2019.csv,2019,0.0,1.0
1980,Sarileru Neekevvaru,37389889,821000,36568889,2020.csv,2020,0.021957807898279665,0.9780421921017204
1981,Pain and Glory,37359689,4567338,32792351,2019.csv,2019,0.12225310547954508,0.877746894520455
1982,Snowden,37357216,21587519,15769697,2016.csv,2016,0.5778674460109662,0.4221325539890339
1983,The Majestic,37317558,27807266,9510292,2001.csv,2001,0.7451523489291555,0.25484765107084445
1984,Home Again,37270721,27020284,10250437,2017.csv,2017,0.7249734718037786,0.27502652819622136
1985,Beauty Shop,37245453,36351350,894103,2005.csv,2005,0.9759943045933688,0.024005695406631247
1986,Pokémon: Lucario and the Mystery of Mew,37228626,0,37228626,2005.csv,2005,0.0,1.0
1987,"Like Father, Like Son",37170163,334616,36835547,2013.csv,2013,0.009002274216553745,0.9909977257834462
1988,A Witness Out of the Blue,37092694,0,37092694,2019.csv,2019,0.0,1.0
1989,Orphan: First Kill,37083743,5413227,31670516,2022.csv,2022,0.14597304808201264,0.8540269519179874
1990,Till The End Of The World,37013733,118660,36895073,2018.csv,2018,0.003205837141582018,0.9967941628584179
1991,Rurouni Kenshin: Final Chapter Part I - The Final,36964978,0,36964978,2021.csv,2021,0.0,1.0
1992,2.0,36945969,4152000,32793969,2018.csv,2018,0.11238032490093845,0.8876196750990616
1993,Devil's Due,36921560,15821461,21100099,2014.csv,2014,0.42851550692874296,0.571484493071257
1994,Ex Machina,36869414,25442958,11426456,2015.csv,2015,0.6900830590906598,0.3099169409093402
1995,The Adventurers,36796816,216556,36580260,2017.csv,2017,0.0058851831093211975,0.9941148168906788
1996,Titan A.E.,36754634,22753426,14001208,2000.csv,2000,0.6190627826684385,0.3809372173315615
1997,New Interpretation Records of the Three Kingdoms,36747486,0,36747486,2020.csv,2020,0.0,1.0
1998,Negotiator: Mashita Masayoshi,36733286,0,36733286,2005.csv,2005,0.0,1.0
1999,Valentine,36684136,20384136,16300000,2001.csv,2001,0.5556662422143457,0.44433375778565426
2000,Joy Ride,36642838,21974919,14667919,2001.csv,2001,0.5997057051094132,0.4002942948905868
2001,Return to Me,36609995,32722798,3887197,2000.csv,2000,0.8938214277275919,0.10617857227240812
2002,Burnt,36606743,13651946,22954797,2015.csv,2015,0.3729352813496683,0.6270647186503318
2003,The Intruder,36599361,35419122,1180239,2019.csv,2019,0.9677524697767265,0.03224753022327357
2004,The Priests,36577134,185093,36392041,2015.csv,2015,0.005060347265042691,0.9949396527349573
2005,The Tower,36512327,0,36512327,2012.csv,2012,0.0,1.0
2006,Detective Conan: Private Eye in the Distant Sea,36324232,0,36324232,2013.csv,2013,0.0,1.0
2007,A Most Wanted Man,36233517,17237855,18995662,2014.csv,2014,0.4757433566275115,0.5242566433724886
2008,Nobunaga Concerto: The Movie,36187594,0,36187594,2016.csv,2016,0.0,1.0
2009,Dügün Dernek,36185741,0,36185741,2013.csv,2013,0.0,1.0
2010,The Confidence Man JP: Princess,36109913,0,36109913,2020.csv,2020,0.0,1.0
2011,The Door Lock,36100000,0,36100000,2021.csv,2021,0.0,1.0
2012,Nothing to Lose,36075317,1016188,35059129,2018.csv,2018,0.028168512005036575,0.9718314879949634
2013,Kundo: Age of the Rampant,35941291,280958,35660333,2014.csv,2014,0.00781713711953196,0.9921828628804681
2014,Doraemon the Movie: The New Records of Nobita's Spaceblazer 2014 Re-release,35861856,0,35861856,2014.csv,2014,0.0,1.0
2015,Garden State,35825316,26782316,9043000,2004.csv,2004,0.747580733132961,0.2524192668670389
2016,Conquest 1453,35797045,35730,35761315,2012.csv,2012,0.0009981270800425008,0.9990018729199575
2017,The New Adventures of Aladdin,35771820,0,35771820,2015.csv,2015,0.0,1.0
2018,Heidi,35755670,0,35755670,2015.csv,2015,0.0,1.0
2019,Riding in Cars with Boys,35743308,30165536,5577772,2001.csv,2001,0.8439491946296632,0.15605080537033675
2020,"Tad, the Lost Explorer, and the Secret of King Midas",35704046,5874,35698172,2017.csv,2017,0.00016451916962016014,0.9998354808303799
2021,Hostiles,35669017,29819114,5849903,2017.csv,2017,0.835994835517895,0.164005164482105
